Drug1,Drug2,Severity,Interaction,Mechanism,Pharmacokinetics,Pharmacodynamics,Effect_Change,Why_Explanation,Cytochrome,Dose_Consideration,Therapeutic_Index,Onset,Route_Impact,Patient_Factors,Clinical_Advice,Evidence_Type
Propranolol,Ciprofloxacin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Propranolol,Azithromycin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Propranolol,Rifampicin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Propranolol,Omeprazole,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Propranolol,Clopidogrel,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Propranolol,Heparin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Propranolol,Atorvastatin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Propranolol,Simvastatin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Propranolol,Tramadol,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Propranolol,Codeine,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Propranolol,Morphine,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Propranolol,Diazepam,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Propranolol,Alprazolam,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Propranolol,Phenytoin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Propranolol,Carbamazepine,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Propranolol,Lisinopril,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Propranolol,Losartan,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Propranolol,Furosemide,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Propranolol,Spironolactone,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Propranolol,Levothyroxine,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Propranolol,Amoxicillin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Propranolol,Amoxicillin-Clavulanate,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Propranolol,Doxycycline,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Propranolol,Prednisolone,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Propranolol,Hydrochlorothiazide,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Propranolol,Amlodipine,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Propranolol,Metoprolol,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Propranolol,Pantoprazole,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Propranolol,Esomeprazole,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Propranolol,Rosuvastatin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Propranolol,Gabapentin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Propranolol,Pregabalin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Propranolol,Clarithromycin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Propranolol,Erythromycin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Propranolol,Ketoconazole,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Propranolol,Fluconazole,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Propranolol,Insulin Glargine,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Propranolol,Glimepiride,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Propranolol,Gliclazide,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Metoprolol,Warfarin,Major,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Narrow,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Metoprolol,Aspirin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Metoprolol,Ibuprofen,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Metoprolol,Paracetamol,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Metoprolol,Fluoxetine,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Metoprolol,Sertraline,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Metoprolol,Digoxin,Major,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Narrow,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Metoprolol,Amiodarone,Major,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Metoprolol,Metformin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Metoprolol,Insulin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Metoprolol,Ciprofloxacin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Metoprolol,Azithromycin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Metoprolol,Rifampicin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Metoprolol,Omeprazole,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Metoprolol,Clopidogrel,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Metoprolol,Heparin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Metoprolol,Atorvastatin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Metoprolol,Simvastatin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Metoprolol,Tramadol,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Metoprolol,Codeine,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Metoprolol,Morphine,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Metoprolol,Diazepam,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Metoprolol,Alprazolam,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Metoprolol,Phenytoin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Metoprolol,Carbamazepine,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Metoprolol,Lisinopril,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Metoprolol,Losartan,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
